,DisU,Time,DisV,Time,VelU,Time,VelV,Time,AccU,Time,AccV,Time,AbsAcc,Degree,Time
ZS05_SumElem_Column:RC, 1.78431E-002, 4.57478E+001, 1.23746E-002, 4.81691E+001, 2.00056E-001, 4.58766E+001, 1.26702E-001, 4.80389E+001, 1.97546E+000, 4.57471E+001, 2.08330E+000, 4.81236E+001, 2.65351E+000,-4.45E+001, 4.81803E+001
ZS04_SumElem_Column:RC, 1.73944E-002, 4.57478E+001, 1.06419E-002, 4.81698E+001, 1.93502E-001, 4.58766E+001, 1.09160E-001, 4.80382E+001, 1.93079E+000, 4.81824E+001, 1.86831E+000, 4.81278E+001, 2.46875E+000,-3.93E+001, 4.81761E+001
ZS03_SumElem_Column:RC, 1.68859E-002, 4.57478E+001, 8.63796E-003, 4.81747E+001, 1.86183E-001, 4.58773E+001, 8.72337E-002, 4.80431E+001, 1.93682E+000, 4.81803E+001, 1.54641E+000, 4.81411E+001, 2.27912E+000,-3.26E+001, 4.81740E+001
ZS02_SumElem_Column:RC, 1.35725E-002, 4.57492E+001, 6.37631E-003, 4.85618E+001, 1.47820E-001, 4.58773E+001, 6.17164E-002, 4.64548E+001, 1.59962E+000, 4.81628E+001, 1.26648E+000, 4.80893E+001, 1.97082E+000,-3.65E+001, 4.81593E+001
ZS01_SumElem_Column:RC, 3.06144E-005, 4.57443E+001, 1.77447E-005, 4.81453E+001, 3.52722E-004, 4.58724E+001, 2.49239E-004, 4.80214E+001, 1.16676E+000, 4.80291E+001, 1.17992E+000, 4.84330E+001, 1.42872E+000,-3.54E+001, 4.80228E+001
ZS08_SumElem_Wall:BearingWall, 1.92779E-002, 4.57464E+001, 1.53468E-002, 4.81698E+001, 2.20494E-001, 4.58773E+001, 1.58913E-001, 4.64317E+001, 2.32241E+000, 4.82174E+001, 2.50564E+000, 4.81628E+001, 3.04205E+000,-4.36E+001, 4.82034E+001
ZS07_SumElem_Wall:BearingWall, 1.88065E-002, 4.57471E+001, 1.46658E-002, 4.81691E+001, 2.13769E-001, 4.58766E+001, 1.50146E-001, 4.64317E+001, 2.17229E+000, 4.57324E+001, 2.35510E+000, 4.81649E+001, 2.92213E+000,-4.94E+001, 4.81880E+001
ZS06_SumElem_Wall:BearingWall, 1.83238E-002, 4.57471E+001, 1.37083E-002, 4.81691E+001, 2.06920E-001, 4.58766E+001, 1.39467E-001, 4.80396E+001, 2.06327E+000, 4.57394E+001, 2.15621E+000, 4.81670E+001, 2.81188E+000,-4.84E+001, 4.81824E+001
ZS05_SumElem_Wall:BearingWall, 1.78431E-002, 4.57478E+001, 1.23746E-002, 4.81691E+001, 2.00056E-001, 4.58766E+001, 1.26702E-001, 4.80389E+001, 1.97546E+000, 4.57471E+001, 2.08330E+000, 4.81236E+001, 2.65351E+000,-4.45E+001, 4.81803E+001
ZS04_SumElem_Wall:BearingWall, 1.73944E-002, 4.57478E+001, 1.06419E-002, 4.81698E+001, 1.93502E-001, 4.58766E+001, 1.09160E-001, 4.80382E+001, 1.93079E+000, 4.81824E+001, 1.86831E+000, 4.81278E+001, 2.46875E+000,-3.93E+001, 4.81761E+001
ZS08_SumForLm_0, 1.92779E-002, 4.57464E+001, 1.53468E-002, 4.81698E+001, 2.20494E-001, 4.58773E+001, 1.58913E-001, 4.64317E+001, 2.32241E+000, 4.82174E+001, 2.50564E+000, 4.81628E+001, 3.04205E+000,-4.36E+001, 4.82034E+001
ZS07_SumForLm_0, 1.88065E-002, 4.57471E+001, 1.46658E-002, 4.81691E+001, 2.13769E-001, 4.58766E+001, 1.50146E-001, 4.64317E+001, 2.17229E+000, 4.57324E+001, 2.35510E+000, 4.81649E+001, 2.92213E+000,-4.94E+001, 4.81880E+001
ZS06_SumForLm_0, 1.83238E-002, 4.57471E+001, 1.37083E-002, 4.81691E+001, 2.06920E-001, 4.58766E+001, 1.39467E-001, 4.80396E+001, 2.06327E+000, 4.57394E+001, 2.15621E+000, 4.81670E+001, 2.81188E+000,-4.84E+001, 4.81824E+001
ZS05_SumForLm_0, 1.78431E-002, 4.57478E+001, 1.23746E-002, 4.81691E+001, 2.00056E-001, 4.58766E+001, 1.26702E-001, 4.80389E+001, 1.97546E+000, 4.57471E+001, 2.08330E+000, 4.81236E+001, 2.65351E+000,-4.45E+001, 4.81803E+001
ZS04_SumForLm_0, 1.73944E-002, 4.57478E+001, 1.06419E-002, 4.81698E+001, 1.93502E-001, 4.58766E+001, 1.09160E-001, 4.80382E+001, 1.93079E+000, 4.81824E+001, 1.86831E+000, 4.81278E+001, 2.46875E+000,-3.93E+001, 4.81761E+001
ZS03_SumForLm_0, 1.68859E-002, 4.57478E+001, 8.63796E-003, 4.81747E+001, 1.86183E-001, 4.58773E+001, 8.72337E-002, 4.80431E+001, 1.93682E+000, 4.81803E+001, 1.54641E+000, 4.81411E+001, 2.27912E+000,-3.26E+001, 4.81740E+001
ZS02_SumForLm_0, 1.35725E-002, 4.57492E+001, 6.37631E-003, 4.85618E+001, 1.47820E-001, 4.58773E+001, 6.17164E-002, 4.64548E+001, 1.59962E+000, 4.81628E+001, 1.26648E+000, 4.80893E+001, 1.97082E+000,-3.65E+001, 4.81593E+001
ZS01_SumForLm_0, 3.06144E-005, 4.57443E+001, 1.77447E-005, 4.81453E+001, 3.52722E-004, 4.58724E+001, 2.49239E-004, 4.80214E+001, 1.16676E+000, 4.80291E+001, 1.17992E+000, 4.84330E+001, 1.42872E+000,-3.54E+001, 4.80228E+001
ZS08_StiffCenter, 1.92772E-002, 4.57464E+001, 1.54890E-002, 4.81712E+001, 2.20482E-001, 4.58773E+001, 1.59204E-001, 4.90945E+001, 2.32249E+000, 4.82174E+001, 2.49180E+000, 4.81635E+001, 3.04689E+000,-4.34E+001, 4.82041E+001
ZS07_StiffCenter, 1.88065E-002, 4.57471E+001, 1.42509E-002, 4.81656E+001, 2.13769E-001, 4.58766E+001, 1.50388E-001, 4.64310E+001, 2.17229E+000, 4.57324E+001, 2.39522E+000, 4.81628E+001, 2.93659E+000,-5.28E+001, 4.81775E+001
ZS06_StiffCenter, 1.83238E-002, 4.57471E+001, 1.32495E-002, 4.81642E+001, 2.06919E-001, 4.58766E+001, 1.39864E-001, 4.80382E+001, 2.06327E+000, 4.57394E+001, 2.21283E+000, 4.81432E+001, 2.82690E+000,-4.97E+001, 4.81775E+001
ZS05_StiffCenter, 1.78416E-002, 4.57478E+001, 1.19036E-002, 4.81635E+001, 2.00027E-001, 4.58766E+001, 1.26870E-001, 4.80375E+001, 1.97525E+000, 4.57471E+001, 2.15155E+000, 4.81236E+001, 2.66615E+000,-4.51E+001, 4.81782E+001
ZS04_StiffCenter, 1.73964E-002, 4.57478E+001, 1.00618E-002, 4.81621E+001, 1.93539E-001, 4.58766E+001, 1.09034E-001, 4.80375E+001, 1.93084E+000, 4.81824E+001, 1.94187E+000, 4.81278E+001, 2.48589E+000,-4.01E+001, 4.81747E+001
ZS03_StiffCenter, 1.68855E-002, 4.57478E+001, 8.16626E-003, 4.81670E+001, 1.86174E-001, 4.58773E+001, 8.67758E-002, 4.80417E+001, 1.93681E+000, 4.81803E+001, 1.58706E+000, 4.80970E+001, 2.29027E+000,-3.53E+001, 4.81684E+001
ZS02_StiffCenter, 1.35725E-002, 4.57492E+001, 4.86770E-003, 4.81509E+001, 1.47821E-001, 4.58773E+001, 5.88209E-002, 4.80452E+001, 1.59962E+000, 4.81628E+001, 1.47563E+000, 4.80935E+001, 1.97850E+000,-3.72E+001, 4.81586E+001
ZS01_StiffCenter, 3.06145E-005, 4.57443E+001, 1.63790E-005, 4.85485E+001, 3.52724E-004, 4.58724E+001, 1.96458E-004, 4.80214E+001, 1.16676E+000, 4.80291E+001, 1.18009E+000, 4.84330E+001, 1.42796E+000,-3.54E+001, 4.80228E+001
