,DisU,Time,DisV,Time,VelU,Time,VelV,Time,AccU,Time,AccV,Time,AbsAcc,Degree,Time
ZS04_SumW, 5.18129E-002, 1.95762E+001, 1.23913E-002, 1.97645E+001, 4.64690E-001, 1.97414E+001, 1.28778E-001, 2.09454E+001, 4.55093E+000, 1.95622E+001, 1.91135E+000, 2.07942E+001, 4.59698E+000,-8.13E+000, 1.95629E+001
ZS08_SumElemWithoutDamper, 5.80260E-002, 1.95769E+001, 1.67253E-002, 1.97491E+001, 5.28278E-001, 1.97449E+001, 1.99965E-001, 2.09447E+001, 4.86994E+000, 1.95300E+001, 2.76309E+000, 2.08411E+001, 4.88077E+000,-9.98E+000, 1.96021E+001
ZS07_SumElemWithoutDamper, 5.64709E-002, 1.95769E+001, 1.60345E-002, 1.97505E+001, 5.12395E-001, 1.97442E+001, 1.90223E-001, 2.09433E+001, 4.74068E+000, 1.95363E+001, 2.58948E+000, 2.08369E+001, 4.76161E+000,-8.74E+000, 1.95951E+001
ZS06_SumElemWithoutDamper, 5.48908E-002, 1.95769E+001, 1.51266E-002, 1.97533E+001, 4.96245E-001, 1.97435E+001, 1.75527E-001, 2.09440E+001, 4.67033E+000, 1.95566E+001, 2.39308E+000, 2.08194E+001, 4.68151E+000,-3.96E+000, 1.95573E+001
ZS05_SumElemWithoutDamper, 5.33123E-002, 1.95762E+001, 1.39141E-002, 1.97589E+001, 4.80102E-001, 1.97428E+001, 1.55257E-001, 2.09461E+001, 4.60912E+000, 1.95573E+001, 2.15275E+000, 2.08166E+001, 4.63382E+000,-5.98E+000, 1.95594E+001
ZS04_SumElemWithoutDamper, 5.18129E-002, 1.95762E+001, 1.23913E-002, 1.97645E+001, 4.64690E-001, 1.97414E+001, 1.28778E-001, 2.09454E+001, 4.55093E+000, 1.95622E+001, 1.91135E+000, 2.07942E+001, 4.59698E+000,-8.13E+000, 1.95629E+001
ZS03_SumElemWithoutDamper, 5.01425E-002, 1.95762E+001, 1.07517E-002, 1.97701E+001, 4.47856E-001, 1.97407E+001, 1.04387E-001, 1.99080E+001, 4.48317E+000, 1.95608E+001, 1.78391E+000, 1.97652E+001, 4.54436E+000,-9.41E+000, 1.95608E+001
ZS02_SumElemWithoutDamper, 4.03921E-002, 1.95762E+001, 7.85384E-003, 1.97736E+001, 3.55928E-001, 1.97372E+001, 7.35516E-002, 1.99136E+001, 3.94787E+000, 1.95741E+001, 1.74049E+000, 1.97554E+001, 4.07603E+000,-1.44E+001, 1.95748E+001
ZS01_SumElemWithoutDamper, 7.23697E-005, 1.95622E+001, 1.86304E-005, 2.08131E+001, 6.89840E-004, 1.97456E+001, 2.90286E-004, 2.09419E+001, 2.30035E+000, 1.90596E+001, 1.13799E+000, 1.96490E+001, 2.31053E+000,1.75E+002, 1.90596E+001
ZS08_SumElem_Column:RC, 5.80260E-002, 1.95769E+001, 1.67253E-002, 1.97491E+001, 5.28278E-001, 1.97449E+001, 1.99965E-001, 2.09447E+001, 4.86994E+000, 1.95300E+001, 2.76309E+000, 2.08411E+001, 4.88077E+000,-9.98E+000, 1.96021E+001
ZS07_SumElem_Column:RC, 5.64709E-002, 1.95769E+001, 1.60345E-002, 1.97505E+001, 5.12395E-001, 1.97442E+001, 1.90223E-001, 2.09433E+001, 4.74068E+000, 1.95363E+001, 2.58948E+000, 2.08369E+001, 4.76161E+000,-8.74E+000, 1.95951E+001
ZS06_SumElem_Column:RC, 5.48908E-002, 1.95769E+001, 1.51266E-002, 1.97533E+001, 4.96245E-001, 1.97435E+001, 1.75527E-001, 2.09440E+001, 4.67033E+000, 1.95566E+001, 2.39308E+000, 2.08194E+001, 4.68151E+000,-3.96E+000, 1.95573E+001
ZS05_SumElem_Column:RC, 5.33123E-002, 1.95762E+001, 1.39141E-002, 1.97589E+001, 4.80102E-001, 1.97428E+001, 1.55257E-001, 2.09461E+001, 4.60912E+000, 1.95573E+001, 2.15275E+000, 2.08166E+001, 4.63382E+000,-5.98E+000, 1.95594E+001
ZS04_SumElem_Column:RC, 5.18129E-002, 1.95762E+001, 1.23913E-002, 1.97645E+001, 4.64690E-001, 1.97414E+001, 1.28778E-001, 2.09454E+001, 4.55093E+000, 1.95622E+001, 1.91135E+000, 2.07942E+001, 4.59698E+000,-8.13E+000, 1.95629E+001
ZS03_SumElem_Column:RC, 5.01425E-002, 1.95762E+001, 1.07517E-002, 1.97701E+001, 4.47856E-001, 1.97407E+001, 1.04387E-001, 1.99080E+001, 4.48317E+000, 1.95608E+001, 1.78391E+000, 1.97652E+001, 4.54436E+000,-9.41E+000, 1.95608E+001
ZS02_SumElem_Column:RC, 4.03921E-002, 1.95762E+001, 7.85384E-003, 1.97736E+001, 3.55928E-001, 1.97372E+001, 7.35516E-002, 1.99136E+001, 3.94787E+000, 1.95741E+001, 1.74049E+000, 1.97554E+001, 4.07603E+000,-1.44E+001, 1.95748E+001
ZS01_SumElem_Column:RC, 7.23697E-005, 1.95622E+001, 1.86304E-005, 2.08131E+001, 6.89840E-004, 1.97456E+001, 2.90286E-004, 2.09419E+001, 2.30035E+000, 1.90596E+001, 1.13799E+000, 1.96490E+001, 2.31053E+000,1.75E+002, 1.90596E+001
ZS08_SumElem_Wall:BearingWall, 5.80260E-002, 1.95769E+001, 1.67253E-002, 1.97491E+001, 5.28278E-001, 1.97449E+001, 1.99965E-001, 2.09447E+001, 4.86994E+000, 1.95300E+001, 2.76309E+000, 2.08411E+001, 4.88077E+000,-9.98E+000, 1.96021E+001
ZS07_SumElem_Wall:BearingWall, 5.64709E-002, 1.95769E+001, 1.60345E-002, 1.97505E+001, 5.12395E-001, 1.97442E+001, 1.90223E-001, 2.09433E+001, 4.74068E+000, 1.95363E+001, 2.58948E+000, 2.08369E+001, 4.76161E+000,-8.74E+000, 1.95951E+001
ZS06_SumElem_Wall:BearingWall, 5.48908E-002, 1.95769E+001, 1.51266E-002, 1.97533E+001, 4.96245E-001, 1.97435E+001, 1.75527E-001, 2.09440E+001, 4.67033E+000, 1.95566E+001, 2.39308E+000, 2.08194E+001, 4.68151E+000,-3.96E+000, 1.95573E+001
ZS05_SumElem_Wall:BearingWall, 5.33123E-002, 1.95762E+001, 1.39141E-002, 1.97589E+001, 4.80102E-001, 1.97428E+001, 1.55257E-001, 2.09461E+001, 4.60912E+000, 1.95573E+001, 2.15275E+000, 2.08166E+001, 4.63382E+000,-5.98E+000, 1.95594E+001
ZS04_SumElem_Wall:BearingWall, 5.18129E-002, 1.95762E+001, 1.23913E-002, 1.97645E+001, 4.64690E-001, 1.97414E+001, 1.28778E-001, 2.09454E+001, 4.55093E+000, 1.95622E+001, 1.91135E+000, 2.07942E+001, 4.59698E+000,-8.13E+000, 1.95629E+001
ZS08_SumForLm_0, 5.80260E-002, 1.95769E+001, 1.67253E-002, 1.97491E+001, 5.28278E-001, 1.97449E+001, 1.99965E-001, 2.09447E+001, 4.86994E+000, 1.95300E+001, 2.76309E+000, 2.08411E+001, 4.88077E+000,-9.98E+000, 1.96021E+001
ZS07_SumForLm_0, 5.64709E-002, 1.95769E+001, 1.60345E-002, 1.97505E+001, 5.12395E-001, 1.97442E+001, 1.90223E-001, 2.09433E+001, 4.74068E+000, 1.95363E+001, 2.58948E+000, 2.08369E+001, 4.76161E+000,-8.74E+000, 1.95951E+001
ZS06_SumForLm_0, 5.48908E-002, 1.95769E+001, 1.51266E-002, 1.97533E+001, 4.96245E-001, 1.97435E+001, 1.75527E-001, 2.09440E+001, 4.67033E+000, 1.95566E+001, 2.39308E+000, 2.08194E+001, 4.68151E+000,-3.96E+000, 1.95573E+001
ZS05_SumForLm_0, 5.33123E-002, 1.95762E+001, 1.39141E-002, 1.97589E+001, 4.80102E-001, 1.97428E+001, 1.55257E-001, 2.09461E+001, 4.60912E+000, 1.95573E+001, 2.15275E+000, 2.08166E+001, 4.63382E+000,-5.98E+000, 1.95594E+001
ZS04_SumForLm_0, 5.18129E-002, 1.95762E+001, 1.23913E-002, 1.97645E+001, 4.64690E-001, 1.97414E+001, 1.28778E-001, 2.09454E+001, 4.55093E+000, 1.95622E+001, 1.91135E+000, 2.07942E+001, 4.59698E+000,-8.13E+000, 1.95629E+001
ZS03_SumForLm_0, 5.01425E-002, 1.95762E+001, 1.07517E-002, 1.97701E+001, 4.47856E-001, 1.97407E+001, 1.04387E-001, 1.99080E+001, 4.48317E+000, 1.95608E+001, 1.78391E+000, 1.97652E+001, 4.54436E+000,-9.41E+000, 1.95608E+001
ZS02_SumForLm_0, 4.03921E-002, 1.95762E+001, 7.85384E-003, 1.97736E+001, 3.55928E-001, 1.97372E+001, 7.35516E-002, 1.99136E+001, 3.94787E+000, 1.95741E+001, 1.74049E+000, 1.97554E+001, 4.07603E+000,-1.44E+001, 1.95748E+001
ZS01_SumForLm_0, 7.23697E-005, 1.95622E+001, 1.86304E-005, 2.08131E+001, 6.89840E-004, 1.97456E+001, 2.90286E-004, 2.09419E+001, 2.30035E+000, 1.90596E+001, 1.13799E+000, 1.96490E+001, 2.31053E+000,1.75E+002, 1.90596E+001
ZS08_StiffCenter, 5.80251E-002, 1.95769E+001, 1.70516E-002, 1.97505E+001, 5.28265E-001, 1.97449E+001, 1.99116E-001, 2.09454E+001, 4.86988E+000, 1.95300E+001, 2.75171E+000, 2.08411E+001, 4.87901E+000,-9.86E+000, 1.96021E+001
ZS07_StiffCenter, 5.64708E-002, 1.95769E+001, 1.50596E-002, 1.97449E+001, 5.12395E-001, 1.97442E+001, 1.92937E-001, 2.09412E+001, 4.74067E+000, 1.95363E+001, 2.62504E+000, 2.08362E+001, 4.76700E+000,-9.16E+000, 1.95951E+001
ZS06_StiffCenter, 5.48908E-002, 1.95769E+001, 1.40364E-002, 1.97463E+001, 4.96244E-001, 1.97435E+001, 1.78482E-001, 2.09384E+001, 4.67033E+000, 1.95566E+001, 2.43683E+000, 2.08194E+001, 4.68466E+000,-4.54E+000, 1.95580E+001
ZS05_StiffCenter, 5.33103E-002, 1.95762E+001, 1.27701E-002, 1.97505E+001, 4.80072E-001, 1.97428E+001, 1.57745E-001, 2.09412E+001, 4.60897E+000, 1.95573E+001, 2.19864E+000, 2.08159E+001, 4.63832E+000,-6.51E+000, 1.95594E+001
ZS04_StiffCenter, 5.18155E-002, 1.95762E+001, 1.09496E-002, 1.97547E+001, 4.64727E-001, 1.97414E+001, 1.31533E-001, 2.09419E+001, 4.55111E+000, 1.95622E+001, 1.97461E+000, 2.07942E+001, 4.60396E+000,-8.71E+000, 1.95629E+001
ZS03_StiffCenter, 5.01420E-002, 1.95762E+001, 9.63520E-003, 1.97645E+001, 4.47847E-001, 1.97407E+001, 9.92335E-002, 1.99052E+001, 4.48313E+000, 1.95608E+001, 1.74123E+000, 1.97652E+001, 4.54956E+000,-9.80E+000, 1.95608E+001
ZS02_StiffCenter, 4.03921E-002, 1.95762E+001, 5.08052E-003, 1.97519E+001, 3.55929E-001, 1.97372E+001, 6.49214E-002, 2.09363E+001, 3.94787E+000, 1.95741E+001, 1.70951E+000, 1.97554E+001, 4.08019E+000,-1.47E+001, 1.95748E+001
ZS01_StiffCenter, 7.23698E-005, 1.95622E+001, 1.88046E-005, 1.97589E+001, 6.89841E-004, 1.97456E+001, 1.96162E-004, 1.99010E+001, 2.30035E+000, 1.90596E+001, 1.13821E+000, 1.96490E+001, 2.31053E+000,1.75E+002, 1.90596E+001
