,DisU,Time,DisV,Time,VelU,Time,VelV,Time,AccU,Time,AccV,Time,AbsAcc,Degree,Time
ZS04_SumElem_Column:RC, 1.86788E-001, 1.98170E+001, 5.40413E-002, 1.98338E+001, 8.47397E-001, 1.94789E+001, 2.59298E-001, 1.96476E+001, 8.53067E+000, 1.95657E+001, 4.72660E+000, 1.97274E+001, 8.66923E+000,-1.03E+001, 1.95650E+001
ZS03_SumElem_Column:RC, 1.62412E-001, 1.98219E+001, 4.44627E-002, 1.98387E+001, 7.19266E-001, 1.94887E+001, 2.22329E-001, 1.96070E+001, 9.55009E+000, 1.95881E+001, 4.67962E+000, 1.97981E+001, 9.55092E+000,7.59E-001, 1.95881E+001
ZS02_SumElem_Column:RC, 7.57591E-005, 1.90806E+001, 2.88003E-005, 1.97281E+001, 8.91130E-004, 1.94411E+001, 5.82720E-004, 1.95496E+001, 4.60882E+000, 1.90652E+001, 3.22422E+000, 1.96476E+001, 4.68743E+000,1.69E+002, 1.90652E+001
ZS01_SumElem_Column:RC, 0.00000E+000, 0.00000E+000, 0.00000E+000, 0.00000E+000, 0.00000E+000, 0.00000E+000, 0.00000E+000, 0.00000E+000, 4.59677E+000, 1.90652E+001, 2.25639E+000, 1.92997E+001, 4.67468E+000,1.70E+002, 1.90652E+001
ZS08_SumElem_Wall:BearingWall, 2.43262E-001, 1.97547E+001, 7.94170E-002, 1.97974E+001, 1.02342E+000, 1.95888E+001, 4.82529E-001, 1.99703E+001, 9.10962E+000, 1.97169E+001, 5.31608E+000, 1.97736E+001, 9.92789E+000,-2.34E+001, 1.97176E+001
ZS07_SumElem_Wall:BearingWall, 2.27528E-001, 1.97757E+001, 7.42318E-002, 1.98093E+001, 9.36084E-001, 1.94887E+001, 4.24064E-001, 1.99731E+001, 5.68284E+000, 1.97176E+001, 5.69464E+000, 1.97631E+001, 6.89335E+000,-4.21E+001, 1.97008E+001
ZS06_SumElem_Wall:BearingWall, 2.13187E-001, 1.97974E+001, 6.85394E-002, 1.98219E+001, 9.06981E-001, 1.94845E+001, 3.54830E-001, 1.96427E+001, 5.37772E+000, 1.95587E+001, 5.71071E+000, 1.97533E+001, 6.68587E+000,-5.80E+001, 1.97561E+001
ZS05_SumElem_Wall:BearingWall, 1.99875E-001, 1.98100E+001, 6.19676E-002, 1.98282E+001, 8.78418E-001, 1.94803E+001, 3.15958E-001, 1.96427E+001, 6.95469E+000, 1.95587E+001, 4.84578E+000, 1.97477E+001, 7.15161E+000,-1.74E+001, 1.95664E+001
ZS04_SumElem_Wall:BearingWall, 1.86788E-001, 1.98170E+001, 5.40413E-002, 1.98338E+001, 8.47397E-001, 1.94789E+001, 2.59298E-001, 1.96476E+001, 8.53067E+000, 1.95657E+001, 4.72660E+000, 1.97274E+001, 8.66923E+000,-1.03E+001, 1.95650E+001
ZS08_SumForLm_0, 2.43262E-001, 1.97547E+001, 7.94170E-002, 1.97974E+001, 1.02342E+000, 1.95888E+001, 4.82529E-001, 1.99703E+001, 9.10962E+000, 1.97169E+001, 5.31608E+000, 1.97736E+001, 9.92789E+000,-2.34E+001, 1.97176E+001
ZS07_SumForLm_0, 2.27528E-001, 1.97757E+001, 7.42318E-002, 1.98093E+001, 9.36084E-001, 1.94887E+001, 4.24064E-001, 1.99731E+001, 5.68284E+000, 1.97176E+001, 5.69464E+000, 1.97631E+001, 6.89335E+000,-4.21E+001, 1.97008E+001
ZS06_SumForLm_0, 2.13187E-001, 1.97974E+001, 6.85394E-002, 1.98219E+001, 9.06981E-001, 1.94845E+001, 3.54830E-001, 1.96427E+001, 5.37772E+000, 1.95587E+001, 5.71071E+000, 1.97533E+001, 6.68587E+000,-5.80E+001, 1.97561E+001
ZS05_SumForLm_0, 1.99875E-001, 1.98100E+001, 6.19676E-002, 1.98282E+001, 8.78418E-001, 1.94803E+001, 3.15958E-001, 1.96427E+001, 6.95469E+000, 1.95587E+001, 4.84578E+000, 1.97477E+001, 7.15161E+000,-1.74E+001, 1.95664E+001
ZS04_SumForLm_0, 1.86788E-001, 1.98170E+001, 5.40413E-002, 1.98338E+001, 8.47397E-001, 1.94789E+001, 2.59298E-001, 1.96476E+001, 8.53067E+000, 1.95657E+001, 4.72660E+000, 1.97274E+001, 8.66923E+000,-1.03E+001, 1.95650E+001
ZS03_SumForLm_0, 1.62412E-001, 1.98219E+001, 4.44627E-002, 1.98387E+001, 7.19266E-001, 1.94887E+001, 2.22329E-001, 1.96070E+001, 9.55009E+000, 1.95881E+001, 4.67962E+000, 1.97981E+001, 9.55092E+000,7.59E-001, 1.95881E+001
ZS02_SumForLm_0, 7.57591E-005, 1.90806E+001, 2.88003E-005, 1.97281E+001, 8.91130E-004, 1.94411E+001, 5.82720E-004, 1.95496E+001, 4.60882E+000, 1.90652E+001, 3.22422E+000, 1.96476E+001, 4.68743E+000,1.69E+002, 1.90652E+001
ZS01_SumForLm_0, 0.00000E+000, 0.00000E+000, 0.00000E+000, 0.00000E+000, 0.00000E+000, 0.00000E+000, 0.00000E+000, 0.00000E+000, 4.59677E+000, 1.90652E+001, 2.25639E+000, 1.92997E+001, 4.67468E+000,1.70E+002, 1.90652E+001
ZS08_StiffCenter, 2.43256E-001, 1.97547E+001, 7.84667E-002, 1.97995E+001, 1.02337E+000, 1.95888E+001, 4.71794E-001, 1.99710E+001, 9.11016E+000, 1.97169E+001, 5.20562E+000, 1.97729E+001, 9.96929E+000,-2.40E+001, 1.97176E+001
ZS07_StiffCenter, 2.27528E-001, 1.97757E+001, 7.65775E-002, 1.97995E+001, 9.36083E-001, 1.94887E+001, 4.54796E-001, 1.99696E+001, 5.68284E+000, 1.97176E+001, 5.91895E+000, 1.97638E+001, 6.95359E+000,-4.26E+001, 1.97008E+001
ZS06_StiffCenter, 2.13187E-001, 1.97974E+001, 7.02882E-002, 1.98128E+001, 9.06980E-001, 1.94845E+001, 3.89860E-001, 1.99402E+001, 5.37772E+000, 1.95587E+001, 5.95502E+000, 1.97533E+001, 6.88297E+000,-5.93E+001, 1.97554E+001
ZS05_StiffCenter, 1.99870E-001, 1.98100E+001, 6.30768E-002, 1.98219E+001, 8.78352E-001, 1.94803E+001, 3.36540E-001, 1.99178E+001, 6.95333E+000, 1.95587E+001, 5.15673E+000, 1.97470E+001, 7.24080E+000,-1.95E+001, 1.95657E+001
ZS04_StiffCenter, 1.86792E-001, 1.98170E+001, 5.47194E-002, 1.98254E+001, 8.47474E-001, 1.94789E+001, 2.87969E-001, 1.99073E+001, 8.53297E+000, 1.95657E+001, 5.73900E+000, 1.97232E+001, 8.80724E+000,-1.43E+001, 1.95650E+001
ZS03_StiffCenter, 1.62412E-001, 1.98219E+001, 4.44601E-002, 1.98317E+001, 7.19250E-001, 1.94887E+001, 2.31857E-001, 2.00592E+001, 9.54892E+000, 1.95881E+001, 5.19811E+000, 1.97057E+001, 9.58605E+000,-5.04E+000, 1.95881E+001
ZS02_StiffCenter, 7.57592E-005, 1.90806E+001, 3.61412E-005, 1.97232E+001, 8.91132E-004, 1.94411E+001, 6.72406E-004, 1.95482E+001, 4.60882E+000, 1.90652E+001, 3.45214E+000, 1.96476E+001, 4.68771E+000,1.69E+002, 1.90652E+001
ZS01_StiffCenter, 0.00000E+000, 0.00000E+000, 0.00000E+000, 0.00000E+000, 0.00000E+000, 0.00000E+000, 0.00000E+000, 0.00000E+000, 4.59677E+000, 1.90652E+001, 2.25639E+000, 1.92997E+001, 4.67468E+000,1.70E+002, 1.90652E+001
