,DisU,Time,DisV,Time,VelU,Time,VelV,Time,AccU,Time,AccV,Time,AbsAcc,Degree,Time
ZS08_SumElem_Column:RC, 2.60161E-001, 1.97428E+001, 8.41952E-002, 1.97939E+001, 1.14921E+000, 1.95944E+001, 5.30518E-001, 1.99682E+001, 1.23238E+001, 1.97169E+001, 7.72599E+000, 1.97897E+001, 1.33427E+001,-2.26E+001, 1.97183E+001
ZS07_SumElem_Column:RC, 2.43262E-001, 1.97547E+001, 7.96070E-002, 1.97974E+001, 1.02342E+000, 1.95888E+001, 4.84654E-001, 1.99703E+001, 9.10963E+000, 1.97169E+001, 5.33812E+000, 1.97736E+001, 9.91991E+000,-2.33E+001, 1.97176E+001
ZS06_SumElem_Column:RC, 2.27528E-001, 1.97757E+001, 7.42806E-002, 1.98086E+001, 9.36083E-001, 1.94887E+001, 4.24733E-001, 1.99731E+001, 5.68284E+000, 1.97176E+001, 5.69952E+000, 1.97631E+001, 6.89466E+000,-4.21E+001, 1.97008E+001
ZS05_SumElem_Column:RC, 2.13187E-001, 1.97974E+001, 6.85509E-002, 1.98212E+001, 9.06981E-001, 1.94845E+001, 3.54915E-001, 1.96427E+001, 5.37772E+000, 1.95587E+001, 5.71245E+000, 1.97533E+001, 6.68723E+000,-5.80E+001, 1.97561E+001
ZS04_SumElem_Column:RC, 1.99875E-001, 1.98100E+001, 6.19701E-002, 1.98282E+001, 8.78418E-001, 1.94803E+001, 3.15992E-001, 1.96427E+001, 6.95469E+000, 1.95587E+001, 4.84653E+000, 1.97477E+001, 7.15181E+000,-1.74E+001, 1.95664E+001
ZS03_SumElem_Column:RC, 1.86788E-001, 1.98170E+001, 5.39864E-002, 1.98345E+001, 8.47397E-001, 1.94789E+001, 2.57102E-001, 1.96476E+001, 8.53067E+000, 1.95657E+001, 4.63037E+000, 1.97274E+001, 8.65788E+000,-9.85E+000, 1.95650E+001
ZS02_SumElem_Column:RC, 1.62412E-001, 1.98219E+001, 4.44606E-002, 1.98387E+001, 7.19266E-001, 1.94887E+001, 2.22482E-001, 2.00599E+001, 9.55009E+000, 1.95881E+001, 4.66861E+000, 1.97981E+001, 9.55051E+000,5.41E-001, 1.95881E+001
ZS01_SumElem_Column:RC, 7.57591E-005, 1.90806E+001, 2.88749E-005, 1.97274E+001, 8.91130E-004, 1.94411E+001, 5.83642E-004, 1.95496E+001, 4.60882E+000, 1.90652E+001, 3.22657E+000, 1.96476E+001, 4.68743E+000,1.69E+002, 1.90652E+001
ZS08_SumElem_Wall:BearingWall, 2.60161E-001, 1.97428E+001, 8.41952E-002, 1.97939E+001, 1.14921E+000, 1.95944E+001, 5.30518E-001, 1.99682E+001, 1.23238E+001, 1.97169E+001, 7.72599E+000, 1.97897E+001, 1.33427E+001,-2.26E+001, 1.97183E+001
ZS07_SumElem_Wall:BearingWall, 2.43262E-001, 1.97547E+001, 7.96070E-002, 1.97974E+001, 1.02342E+000, 1.95888E+001, 4.84654E-001, 1.99703E+001, 9.10963E+000, 1.97169E+001, 5.33812E+000, 1.97736E+001, 9.91991E+000,-2.33E+001, 1.97176E+001
ZS06_SumElem_Wall:BearingWall, 2.27528E-001, 1.97757E+001, 7.42806E-002, 1.98086E+001, 9.36083E-001, 1.94887E+001, 4.24733E-001, 1.99731E+001, 5.68284E+000, 1.97176E+001, 5.69952E+000, 1.97631E+001, 6.89466E+000,-4.21E+001, 1.97008E+001
ZS05_SumElem_Wall:BearingWall, 2.13187E-001, 1.97974E+001, 6.85509E-002, 1.98212E+001, 9.06981E-001, 1.94845E+001, 3.54915E-001, 1.96427E+001, 5.37772E+000, 1.95587E+001, 5.71245E+000, 1.97533E+001, 6.68723E+000,-5.80E+001, 1.97561E+001
ZS04_SumElem_Wall:BearingWall, 1.99875E-001, 1.98100E+001, 6.19701E-002, 1.98282E+001, 8.78418E-001, 1.94803E+001, 3.15992E-001, 1.96427E+001, 6.95469E+000, 1.95587E+001, 4.84653E+000, 1.97477E+001, 7.15181E+000,-1.74E+001, 1.95664E+001
ZS08_SumForLm_0, 2.60161E-001, 1.97428E+001, 8.41952E-002, 1.97939E+001, 1.14921E+000, 1.95944E+001, 5.30518E-001, 1.99682E+001, 1.23238E+001, 1.97169E+001, 7.72599E+000, 1.97897E+001, 1.33427E+001,-2.26E+001, 1.97183E+001
ZS07_SumForLm_0, 2.43262E-001, 1.97547E+001, 7.96070E-002, 1.97974E+001, 1.02342E+000, 1.95888E+001, 4.84654E-001, 1.99703E+001, 9.10963E+000, 1.97169E+001, 5.33812E+000, 1.97736E+001, 9.91991E+000,-2.33E+001, 1.97176E+001
ZS06_SumForLm_0, 2.27528E-001, 1.97757E+001, 7.42806E-002, 1.98086E+001, 9.36083E-001, 1.94887E+001, 4.24733E-001, 1.99731E+001, 5.68284E+000, 1.97176E+001, 5.69952E+000, 1.97631E+001, 6.89466E+000,-4.21E+001, 1.97008E+001
ZS05_SumForLm_0, 2.13187E-001, 1.97974E+001, 6.85509E-002, 1.98212E+001, 9.06981E-001, 1.94845E+001, 3.54915E-001, 1.96427E+001, 5.37772E+000, 1.95587E+001, 5.71245E+000, 1.97533E+001, 6.68723E+000,-5.80E+001, 1.97561E+001
ZS04_SumForLm_0, 1.99875E-001, 1.98100E+001, 6.19701E-002, 1.98282E+001, 8.78418E-001, 1.94803E+001, 3.15992E-001, 1.96427E+001, 6.95469E+000, 1.95587E+001, 4.84653E+000, 1.97477E+001, 7.15181E+000,-1.74E+001, 1.95664E+001
ZS03_SumForLm_0, 1.86788E-001, 1.98170E+001, 5.39864E-002, 1.98345E+001, 8.47397E-001, 1.94789E+001, 2.57102E-001, 1.96476E+001, 8.53067E+000, 1.95657E+001, 4.63037E+000, 1.97274E+001, 8.65788E+000,-9.85E+000, 1.95650E+001
ZS02_SumForLm_0, 1.62412E-001, 1.98219E+001, 4.44606E-002, 1.98387E+001, 7.19266E-001, 1.94887E+001, 2.22482E-001, 2.00599E+001, 9.55009E+000, 1.95881E+001, 4.66861E+000, 1.97981E+001, 9.55051E+000,5.41E-001, 1.95881E+001
ZS01_SumForLm_0, 7.57591E-005, 1.90806E+001, 2.88749E-005, 1.97274E+001, 8.91130E-004, 1.94411E+001, 5.83642E-004, 1.95496E+001, 4.60882E+000, 1.90652E+001, 3.22657E+000, 1.96476E+001, 4.68743E+000,1.69E+002, 1.90652E+001
ZS08_StiffCenter, 2.60155E-001, 1.97428E+001, 8.30790E-002, 1.97946E+001, 1.14914E+000, 1.95944E+001, 5.19068E-001, 1.99689E+001, 1.23248E+001, 1.97169E+001, 7.51788E+000, 1.97890E+001, 1.34226E+001,-2.34E+001, 1.97183E+001
ZS07_StiffCenter, 2.43261E-001, 1.97547E+001, 8.26050E-002, 1.97925E+001, 1.02342E+000, 1.95888E+001, 5.17635E-001, 1.99689E+001, 9.10965E+000, 1.97169E+001, 5.68312E+000, 1.97750E+001, 9.80069E+000,-2.16E+001, 1.97176E+001
ZS06_StiffCenter, 2.27528E-001, 1.97757E+001, 7.69138E-002, 1.97981E+001, 9.36082E-001, 1.94887E+001, 4.58996E-001, 1.99696E+001, 5.68284E+000, 1.97176E+001, 5.94935E+000, 1.97638E+001, 6.96179E+000,-4.27E+001, 1.97008E+001
ZS05_StiffCenter, 2.13179E-001, 1.97974E+001, 7.03548E-002, 1.98128E+001, 9.06908E-001, 1.94845E+001, 3.91164E-001, 1.99402E+001, 5.37719E+000, 1.95587E+001, 5.96362E+000, 1.97533E+001, 6.88952E+000,-5.94E+001, 1.97554E+001
ZS04_StiffCenter, 1.99883E-001, 1.98100E+001, 6.33693E-002, 1.98198E+001, 8.78502E-001, 1.94803E+001, 3.46263E-001, 1.99171E+001, 6.95643E+000, 1.95587E+001, 5.23014E+000, 1.97470E+001, 7.26676E+000,-2.00E+001, 1.95657E+001
ZS03_StiffCenter, 1.86787E-001, 1.98170E+001, 5.44528E-002, 1.98282E+001, 8.47379E-001, 1.94789E+001, 2.73615E-001, 1.96546E+001, 8.53012E+000, 1.95657E+001, 5.36593E+000, 1.97232E+001, 8.75213E+000,-1.29E+001, 1.95650E+001
ZS02_StiffCenter, 1.62412E-001, 1.98219E+001, 4.48769E-002, 1.98142E+001, 7.19268E-001, 1.94887E+001, 2.78051E-001, 1.96819E+001, 9.55024E+000, 1.95881E+001, 7.83629E+000, 1.97155E+001, 1.03431E+001,-1.31E+002, 1.97183E+001
ZS01_StiffCenter, 7.57592E-005, 1.90806E+001, 2.07979E-005, 1.94131E+001, 8.91132E-004, 1.94411E+001, 4.77237E-004, 1.95475E+001, 4.60882E+000, 1.90652E+001, 2.89604E+000, 1.96476E+001, 4.68703E+000,1.70E+002, 1.90652E+001
